"ticker","type_stock","date_approval","value_cash","ratio","corporate_action","last_date_prior_ex","date_closing_price_prior_ex_date","closing_price_prior_ex_date","quoted_per_shares","corporate_action_price","last_date_time_prior_ex"
"KEPL3","ON","2021-06-23","0,708","1,0","JRS CAP PROPRIO","2021-06-28","2021-06-28","57,75","1,0","1,225974","2021-06-28T00:00:00"
"KEPL3","ON","2021-08-05","9,18111533","1,0","REST CAP DIN","2021-10-11","2021-10-11","46,8","1,0","19,617768","2021-10-11T00:00:00"
"KEPL3","ON","2022-03-23","1,95139581","1,0","DIVIDENDO","2022-03-23","2022-03-23","54,55","1,0","3,577261","2022-03-23T00:00:00"
"KEPL3","ON","2022-03-23","0,57574565","1,0","DIVIDENDO","2022-03-23","2022-03-23","54,55","1,0","1,055446","2022-03-23T00:00:00"
"KEPL3","ON","2022-08-24","0,16050786","1,0","DIVIDENDO","2022-08-29","2022-08-29","21,03","1,0","0,763233","2022-08-29T00:00:00"
"KEPL3","ON","2022-08-24","0,2091","1,0","JRS CAP PROPRIO","2022-08-29","2022-08-29","21,03","1,0","0,994294","2022-08-29T00:00:00"
"KEPL3","ON","2022-11-23","0,78362866","1,0","DIVIDENDO","2022-11-28","2022-11-28","22,01","1,0","3,56033","2022-11-28T00:00:00"
"KEPL3","ON","2023-03-21","0,86972112","1,0","DIVIDENDO","2023-03-21","2023-03-21","17,62","1,0","4,935988","2023-03-21T00:00:00"
"KEPL3","ON","2023-08-23","0,11562353","1,0","JRS CAP PROPRIO","2023-08-28","2023-08-28","11,48","1,0","1,007174","2023-08-28T00:00:00"
"KEPL3","ON","2023-08-23","0,19553243","1,0","DIVIDENDO","2023-08-28","2023-08-28","11,48","1,0","1,703244","2023-08-28T00:00:00"
"KLBN11","UNT","2015-03-19","0,11136","1,0","DIVIDENDO","2015-03-23","2015-03-23","17,5","1,0","0,636343","2015-03-23T00:00:00"
"KLBN11","UNT","2015-07-24","0,18668","1,0","DIVIDENDO","2015-07-27","2015-07-27","20,79","1,0","0,897932","2015-07-27T00:00:00"
"KLBN11","UNT","2015-10-26","0,11462593115","1,0","DIVIDENDO","2015-10-27","2015-10-27","22,63","1,0","0,506522","2015-10-27T00:00:00"
"KLBN11","UNT","2016-02-02","0,13106985625","1,0","DIVIDENDO","2016-02-03","2016-02-03","20,1","1,0","0,652089","2016-02-03T00:00:00"
"KLBN11","UNT","2016-04-28","0,11186135","1,0","DIVIDENDO","2016-04-29","2016-04-29","17,43","1,0","0,641775","2016-04-29T00:00:00"
"KLBN11","UNT","2016-07-26","0,117915139","1,0","DIVIDENDO","2016-07-29","2016-07-29","16,99","1,0","0,694027","2016-07-29T00:00:00"
"KLBN11","UNT","2016-10-27","0,12776371","1,0","DIVIDENDO","2016-11-03","2016-11-03","15,77","1,0","0,810169","2016-11-03T00:00:00"
"KLBN11","UNT","2017-01-31","0,1421249","1,0","DIVIDENDO","2017-02-06","2017-02-06","15,35","1,0","0,925895","2017-02-06T00:00:00"
"KLBN11","UNT","2017-03-08","0,05466342","1,0","DIVIDENDO","2017-04-25","2017-04-25","15,71","1,0","0,347953","2017-04-25T00:00:00"
"KLBN11","UNT","2017-04-26","0,063325257","1,0","DIVIDENDO","2017-05-04","2017-05-04","15,91","1,0","0,398022","2017-05-04T00:00:00"
"KLBN11","UNT","2017-07-26","0,019652666","1,0","DIVIDENDO","2017-08-01","2017-08-01","16,19","1,0","0,121388","2017-08-01T00:00:00"
"KLBN11","UNT","2017-04-26","0,110273293","1,0","DIVIDENDO","2017-08-01","2017-08-01","16,19","1,0","0,68112","2017-08-01T00:00:00"
"KLBN11","UNT","2017-10-25","0,16377222","1,0","DIVIDENDO","2017-11-01","2017-11-01","19,0","1,0","0,861959","2017-11-01T00:00:00"
"KLBN11","UNT","2018-01-31","0,16266757","1,0","DIVIDENDO","2018-02-06","2018-02-06","17,75","1,0","0,916437","2018-02-06T00:00:00"
"KLBN11","UNT","2018-04-25","0,14439792","1,0","DIVIDENDO","2018-05-02","2018-05-02","21,1","1,0","0,68435","2018-05-02T00:00:00"
"KLBN11","UNT","2018-07-31","0,16814758","1,0","DIVIDENDO","2018-08-03","2018-08-03","19,89","1,0","0,845388","2018-08-03T00:00:00"
"KLBN11","UNT","2018-10-29","0,25174758375","1,0","JRS CAP PROPRIO","2018-11-01","2018-11-01","18,83","1,0","1,336949","2018-11-01T00:00:00"
"KLBN11","UNT","2018-10-29","0,07124931615","1,0","DIVIDENDO","2018-11-01","2018-11-01","18,83","1,0","0,378382","2018-11-01T00:00:00"
"KLBN11","UNT","2018-12-11","0,23749657995","1,0","JRS CAP PROPRIO","2018-12-20","2018-12-20","16,21","1,0","1,465124","2018-12-20T00:00:00"
"KLBN11","UNT","2019-02-06","0,01899981765","1,0","DIVIDENDO","2019-02-12","2019-02-12","18,21","1,0","0,104337","2019-02-12T00:00:00"
"KLBN11","UNT","2019-04-30","0,19069426485","1,0","DIVIDENDO","2019-05-06","2019-05-06","16,28","1,0","1,171341","2019-05-06T00:00:00"
"KLBN11","UNT","2019-08-05","0,182155716","1,0","DIVIDENDO","2019-08-08","2019-08-08","15,65","1,0","1,163934","2019-08-08T00:00:00"
"KLBN11","UNT","2019-11-01","0,09487276875","1,0","JRS CAP PROPRIO","2019-11-06","2019-11-06","16,93","1,0","0,560383","2019-11-06T00:00:00"
"KLBN11","UNT","2019-11-01","0,1840531714","1,0","DIVIDENDO","2019-11-06","2019-11-06","16,93","1,0","1,087142","2019-11-06T00:00:00"
"KLBN11","UNT","2019-12-17","0,18974690405","1,0","JRS CAP PROPRIO","2019-12-20","2019-12-20","18,7","1,0","1,014689","2019-12-20T00:00:00"
"KLBN11","UNT","2020-02-05","0,0218208985","1,0","DIVIDENDO","2020-02-10","2020-02-10","20,18","1,0","0,108131","2020-02-10T00:00:00"
"KLBN11","UNT","2021-10-26","0,09285877295","1,0","JRS CAP PROPRIO","2021-10-29","2021-10-29","22,94","1,0","0,40479","2021-10-29T00:00:00"
"KLBN11","UNT","2021-10-26","0,27311403815","1,0","DIVIDENDO","2021-10-29","2021-10-29","22,94","1,0","1,190558","2021-10-29T00:00:00"
"KLBN11","UNT","2022-02-08","0,34321458965","1,0","DIVIDENDO","2022-02-14","2022-02-14","23,96","1,0","1,432448","2022-02-14T00:00:00"
"KLBN11","UNT","2022-05-03","0,314416822","1,0","DIVIDENDO","2022-05-06","2022-05-06","22,37","1,0","1,405529","2022-05-06T00:00:00"
"KLBN11","UNT","2022-07-27","0,3625860754","1,0","DIVIDENDO","2022-08-01","2022-08-01","19,77","1,0","1,834022","2022-08-01T00:00:00"
"KLBN11","UNT","2022-10-26","0,2008334546","1,0","JRS CAP PROPRIO","2022-10-31","2022-10-31","21,62","1,0","0,928924","2022-10-31T00:00:00"
"KLBN11","UNT","2022-10-26","0,25535837445","1,0","DIVIDENDO","2022-10-31","2022-10-31","21,62","1,0","1,181121","2022-10-31T00:00:00"
"KLBN11","UNT","2022-12-15","0,03271519785","1,0","JRS CAP PROPRIO","2022-12-20","2022-12-20","19,89","1,0","0,164481","2022-12-20T00:00:00"
"KLBN11","UNT","2023-02-07","0,31352064625","1,0","DIVIDENDO","2023-02-13","2023-02-13","19,65","1,0","1,595525","2023-02-13T00:00:00"
"KLBN11","UNT","2023-05-02","0,35269670325","1,0","DIVIDENDO","2023-05-05","2023-05-05","19,91","1,0","1,771455","2023-05-05T00:00:00"
"KLBN11","UNT","2023-08-01","0,24377998515","1,0","DIVIDENDO","2023-08-04","2023-08-04","23,51","1,0","1,03692","2023-08-04T00:00:00"
"LAVV3","ON","2021-04-27","0,1034900945","1,0","DIVIDENDO","2021-04-27","2021-04-27","8,8","1,0","1,176024","2021-04-27T00:00:00"
"LAVV3","ON","2021-10-13","0,57639309456","1,0","DIVIDENDO","2021-10-18","2021-10-18","7,04","1,0","8,187402","2021-10-18T00:00:00"
"LAVV3","ON","2022-04-26","0,20862217728","1,0","DIVIDENDO","2022-04-26","2022-04-26","4,98","1,0","4,1892","2022-04-26T00:00:00"
"LAVV3","ON","2022-04-26","0,0879166922","1,0","DIVIDENDO","2022-04-29","2022-04-29","4,88","1,0","1,801572","2022-04-29T00:00:00"
"LAVV3","ON","2022-08-25","0,05775294227","1,0","DIVIDENDO","2022-08-30","2022-08-30","5,98","1,0","0,965768","2022-08-30T00:00:00"
"LAVV3","ON","2022-08-25","0,2492555206","1,0","DIVIDENDO","2022-08-30","2022-08-30","5,98","1,0","4,168153","2022-08-30T00:00:00"
"LAVV3","ON","2023-03-07","0,17908827001","1,0","DIVIDENDO","2023-03-14","2023-03-14","5,25","1,0","3,411205","2023-03-14T00:00:00"
"LAVV3","ON","2023-05-09","0,03112042452","1,0","DIVIDENDO","2023-05-16","2023-05-16","5,66","1,0","0,549831","2023-05-16T00:00:00"
"LAVV3","ON","2023-08-08","0,08401797227","1,0","DIVIDENDO","2023-08-15","2023-08-15","8,66","1,0","0,970184","2023-08-15T00:00:00"
"LEVE3","ON","2015-04-29","0,3594584889","1,0","DIVIDENDO","2015-04-29","2015-04-29","21,05","1,0","1,707641","2015-04-29T00:00:00"
"LEVE3","ON","2015-04-29","0,1342398375","1,0","JRS CAP PROPRIO","2015-04-29","2015-04-29","21,05","1,0","0,637719","2015-04-29T00:00:00"
"LEVE3","ON","2015-08-03","0,1970987477","1,0","JRS CAP PROPRIO","2015-08-03","2015-08-03","21,45","1,0","0,918875","2015-08-03T00:00:00"
"LEVE3","ON","2015-12-08","0,2183597081","1,0","JRS CAP PROPRIO","2015-12-08","2015-12-08","26,4","1,0","0,82712","2015-12-08T00:00:00"
"LEVE3","ON","2015-12-08","0,7345636872","1,0","DIVIDENDO","2015-12-08","2015-12-08","26,4","1,0","2,782438","2015-12-08T00:00:00"
"LEVE3","ON","2015-12-29","0,0582711789","1,0","JRS CAP PROPRIO","2015-12-29","2015-12-29","24,8","1,0","0,234964","2015-12-29T00:00:00"
"LEVE3","ON","2016-04-27","0,2028334099","1,0","DIVIDENDO","2016-04-27","2016-04-27","24,12","1,0","0,840935","2016-04-27T00:00:00"
"LEVE3","ON","2016-04-27","0,1803384426","1,0","JRS CAP PROPRIO","2016-04-27","2016-04-27","24,12","1,0","0,747672","2016-04-27T00:00:00"
"LEVE3","ON","2016-08-09","0,2412799417","1,0","JRS CAP PROPRIO","2016-08-12","2016-08-12","24,42","1,0","0,988042","2016-08-12T00:00:00"
"LEVE3","ON","2017-08-08","0,3972551775","1,0","JRS CAP PROPRIO","2017-08-11","2017-08-11","18,28","1,0","2,173168","2017-08-11T00:00:00"
"LEVE3","ON","2017-11-14","0,1723699626","1,0","JRS CAP PROPRIO","2017-11-21","2017-11-21","23,4","1,0","0,736624","2017-11-21T00:00:00"
"LEVE3","ON","2017-12-27","0,1159202112","1,0","JRS CAP PROPRIO","2018-01-03","2018-01-03","24,02","1,0","0,482599","2018-01-03T00:00:00"
"LEVE3","ON","2018-04-27","1,1194433801","1,0","DIVIDENDO","2018-05-04","2018-05-04","25,79","1,0","4,34061","2018-05-04T00:00:00"
"LEVE3","ON","2018-11-13","0,5585251386","1,0","JRS CAP PROPRIO","2018-11-19","2018-11-19","24,51","1,0","2,278764","2018-11-19T00:00:00"
"LEVE3","ON","2018-12-26","0,1133614082","1,0","JRS CAP PROPRIO","2019-01-02","2019-01-02","25,99","1,0","0,436173","2019-01-02T00:00:00"
"LEVE3","ON","2019-04-30","1,4981719455","1,0","DIVIDENDO","2019-05-06","2019-05-06","25,85","1,0","5,795636","2019-05-06T00:00:00"
"LEVE3","ON","2019-11-14","0,545565535","1,0","JRS CAP PROPRIO","2019-11-21","2019-11-21","24,85","1,0","2,195435","2019-11-21T00:00:00"
"LEVE3","ON","2019-12-26","0,0929136227","1,0","JRS CAP PROPRIO","2020-01-02","2020-01-02","29,85","1,0","0,311268","2020-01-02T00:00:00"
"LEVE3","ON","2020-12-28","0,5504020486","1,0","JRS CAP PROPRIO","2021-01-04","2021-01-04","21,4","1,0","2,571972","2021-01-04T00:00:00"
"LEVE3","ON","2021-04-29","0,3786245358","1,0","DIVIDENDO","2021-04-29","2021-04-29","27,83","1,0","1,360491","2021-04-29T00:00:00"
"LEVE3","ON","2021-12-27","0,5449591998","1,0","JRS CAP PROPRIO","2021-12-30","2021-12-30","30,8","1,0","1,769348","2021-12-30T00:00:00"
"LEVE3","ON","2022-04-27","0,5057063","1,0","DIVIDENDO","2022-04-27","2022-04-27","26,72","1,0","1,892613","2022-04-27T00:00:00"
"LEVE3","ON","2022-04-27","3,1519966","1,0","DIVIDENDO","2022-04-27","2022-04-27","26,72","1,0","11,796394","2022-04-27T00:00:00"
"LEVE3","ON","2022-12-26","0,8350347061","1,0","JRS CAP PROPRIO","2022-12-29","2022-12-29","30,77","1,0","2,713795","2022-12-29T00:00:00"
"LEVE3","ON","2023-04-27","1,902687663","1,0","DIVIDENDO","2023-04-27","2023-04-27","32,45","1,0","5,863444","2023-04-27T00:00:00"
"LEVE3","ON","2023-04-27","1,368347636","1,0","DIVIDENDO","2023-04-27","2023-04-27","32,45","1,0","4,216788","2023-04-27T00:00:00"
"LEVE3","ON","2023-04-27","0,251316164","1,0","DIVIDENDO","2023-04-27","2023-04-27","32,45","1,0","0,774472","2023-04-27T00:00:00"
"LJQQ3","ON","2020-12-17","0,0672358768","1,0","JRS CAP PROPRIO","2020-12-22","2020-12-22","14,82","1,0","0,453683","2020-12-22T00:00:00"
"LJQQ3","ON","2021-04-28","0,0186497987","1,0","DIVIDENDO","2021-04-28","2021-04-28","17,0","1,0","0,109705","2021-04-28T00:00:00"
"LJQQ3","ON","2021-12-15","0,1228014631","1,0","JRS CAP PROPRIO","2021-12-22","2021-12-22","10,99","1,0","1,117393","2021-12-22T00:00:00"
"LOGG3","ON","2019-04-30","0,13997727926","1,0","DIVIDENDO","2019-05-31","2019-05-31","18,99","1,0","0,73711","2019-05-31T00:00:00"
"LOGG3","ON","2020-04-16","0,21174217678","1,0","DIVIDENDO","2020-05-19","2020-05-19","23,24","1,0","0,911111","2020-05-19T00:00:00"
"LOGG3","ON","2021-03-01","0,32542770814","1,0","DIVIDENDO","2021-03-05","2021-03-05","31,95","1,0","1,018553","2021-03-05T00:00:00"
"LOGG3","ON","2022-02-08","0,866635525","1,0","DIVIDENDO","2022-02-14","2022-02-14","28,14","1,0","3,079728","2022-02-14T00:00:00"
"LOGG3","ON","2023-02-08","0,9177678646","1,0","DIVIDENDO","2023-02-13","2023-02-13","18,17","1,0","5,051006","2023-02-13T00:00:00"
"LREN3","ON","2015-03-18","0,1868","1,0","JRS CAP PROPRIO","2015-03-18","2015-03-18","85,6","1,0","0,218224","2015-03-18T00:00:00"
"LREN3","ON","2015-04-16","0,91574","1,0","DIVIDENDO","2015-04-16","2015-04-16","93,6","1,0","0,978355","2015-04-16T00:00:00"
"LREN3","ON","2015-06-18","0,2086","1,0","JRS CAP PROPRIO","2015-06-18","2015-06-18","112,6","1,0","0,185258","2015-06-18T00:00:00"
"LREN3","ON","2015-09-23","0,2333","1,0","JRS CAP PROPRIO","2015-09-23","2015-09-23","94,74","1,0","0,246253","2015-09-23T00:00:00"
"LREN3","ON","2015-12-17","0,051","1,0","JRS CAP PROPRIO","2015-12-17","2015-12-17","17,87","1,0","0,285395","2015-12-17T00:00:00"
"LREN3","ON","2016-03-15","0,06365","1,0","JRS CAP PROPRIO","2016-03-15","2016-03-15","20,67","1,0","0,307934","2016-03-15T00:00:00"
"LREN3","ON","2016-04-20","0,186","1,0","DIVIDENDO","2016-04-20","2016-04-20","20,85","1,0","0,892086","2016-04-20T00:00:00"
"LREN3","ON","2016-06-22","0,06418","1,0","JRS CAP PROPRIO","2016-06-22","2016-06-22","23,13","1,0","0,277475","2016-06-22T00:00:00"
"LREN3","ON","2016-09-21","0,06981","1,0","JRS CAP PROPRIO","2016-09-26","2016-09-26","24,92","1,0","0,280136","2016-09-26T00:00:00"
"LREN3","ON","2016-12-12","0,0726","1,0","JRS CAP PROPRIO","2016-12-15","2016-12-15","22,52","1,0","0,32238","2016-12-15T00:00:00"
"LREN3","ON","2017-03-16","0,07476","1,0","JRS CAP PROPRIO","2017-03-21","2017-03-21","26,49","1,0","0,28222","2017-03-21T00:00:00"
"LREN3","ON","2017-04-19","0,119616","1,0","DIVIDENDO","2017-04-19","2017-04-19","28,75","1,0","0,416056","2017-04-19T00:00:00"
"LREN3","ON","2017-06-20","0,064743","1,0","JRS CAP PROPRIO","2017-06-23","2017-06-23","26,58","1,0","0,243578","2017-06-23T00:00:00"
"LREN3","ON","2017-09-19","0,070408","1,0","JRS CAP PROPRIO","2017-09-22","2017-09-22","34,61","1,0","0,203433","2017-09-22T00:00:00"
"LREN3","ON","2017-12-14","0,0743","1,0","JRS CAP PROPRIO","2017-12-19","2017-12-19","33,09","1,0","0,224539","2017-12-19T00:00:00"
"LREN3","ON","2018-03-15","0,072964","1,0","JRS CAP PROPRIO","2018-03-20","2018-03-20","34,1","1,0","0,213971","2018-03-20T00:00:00"
"LREN3","ON","2018-04-19","0,13523","1,0","DIVIDENDO","2018-04-19","2018-04-19","33,42","1,0","0,404638","2018-04-19T00:00:00"
"LREN3","ON","2018-06-19","0,073243","1,0","JRS CAP PROPRIO","2018-06-22","2018-06-22","28,38","1,0","0,25808","2018-06-22T00:00:00"
"LREN3","ON","2018-09-19","0,079685","1,0","JRS CAP PROPRIO","2018-09-24","2018-09-24","30,9","1,0","0,25788","2018-09-24T00:00:00"
"LREN3","ON","2018-12-19","0,089644","1,0","JRS CAP PROPRIO","2018-12-26","2018-12-26","40,4","1,0","0,221891","2018-12-26T00:00:00"
"LREN3","ON","2019-03-18","0,092945","1,0","JRS CAP PROPRIO","2019-03-21","2019-03-21","43,06","1,0","0,21585","2019-03-21T00:00:00"
"LREN3","ON","2019-04-18","0,254186","1,0","DIVIDENDO","2019-04-18","2019-04-18","43,02","1,0","0,590855","2019-04-18T00:00:00"
"LREN3","ON","2019-06-19","0,07765","1,0","JRS CAP PROPRIO","2019-06-25","2019-06-25","46,23","1,0","0,167965","2019-06-25T00:00:00"
"LREN3","ON","2019-09-19","0,078588","1,0","JRS CAP PROPRIO","2019-09-24","2019-09-24","49,5","1,0","0,158764","2019-09-24T00:00:00"
"LREN3","ON","2019-12-18","0,077278","1,0","JRS CAP PROPRIO","2019-12-23","2019-12-23","56,1","1,0","0,13775","2019-12-23T00:00:00"
"LREN3","ON","2020-03-16","0,073638","1,0","JRS CAP PROPRIO","2020-03-19","2020-03-19","36,8","1,0","0,200103","2020-03-19T00:00:00"
"LREN3","ON","2020-04-29","0,019809","1,0","DIVIDENDO","2020-04-29","2020-04-29","40,57","1,0","0,048827","2020-04-29T00:00:00"
"LREN3","ON","2020-06-18","0,070596","1,0","JRS CAP PROPRIO","2020-06-23","2020-06-23","41,87","1,0","0,168608","2020-06-23T00:00:00"
"LREN3","ON","2020-09-17","0,083344","1,0","JRS CAP PROPRIO","2020-09-22","2020-09-22","41,96","1,0","0,198627","2020-09-22T00:00:00"
"LREN3","ON","2020-12-15","0,076261","1,0","JRS CAP PROPRIO","2020-12-18","2020-12-18","45,19","1,0","0,168756","2020-12-18T00:00:00"
"LREN3","ON","2021-03-15","0,073498","1,0","JRS CAP PROPRIO","2021-03-18","2021-03-18","41,11","1,0","0,178784","2021-03-18T00:00:00"
"LREN3","ON","2021-04-19","0,03894","1,0","DIVIDENDO","2021-04-23","2021-04-23","40,82","1,0","0,095394","2021-04-23T00:00:00"
"LREN3","ON","2021-06-17","0,098314","1,0","JRS CAP PROPRIO","2021-06-25","2021-06-25","45,1","1,0","0,217991","2021-06-25T00:00:00"
"LREN3","ON","2021-09-16","0,1278","1,0","JRS CAP PROPRIO","2021-09-21","2021-09-21","36,55","1,0","0,349658","2021-09-21T00:00:00"
"LREN3","ON","2021-12-16","0,128901","1,0","JRS CAP PROPRIO","2021-12-21","2021-12-21","24,69","1,0","0,522078","2021-12-21T00:00:00"
"LREN3","ON","2022-03-17","0,144175","1,0","JRS CAP PROPRIO","2022-03-22","2022-03-22","24,9","1,0","0,579016","2022-03-22T00:00:00"
"LREN3","ON","2022-06-23","0,164187","1,0","JRS CAP PROPRIO","2022-06-28","2022-06-28","22,72","1,0","0,722654","2022-06-28T00:00:00"
"LREN3","ON","2022-09-22","0,174656","1,0","JRS CAP PROPRIO","2022-09-27","2022-09-27","27,96","1,0","0,624664","2022-09-27T00:00:00"
"LREN3","ON","2022-12-16","0,184049","1,0","JRS CAP PROPRIO","2022-12-21","2022-12-21","20,87","1,0","0,881883","2022-12-21T00:00:00"
"LREN3","ON","2023-03-16","0,182327","1,0","JRS CAP PROPRIO","2023-03-21","2023-03-21","17,6","1,0","1,035949","2023-03-21T00:00:00"
"LREN3","ON","2023-06-22","0,180177","1,0","JRS CAP PROPRIO","2023-06-27","2023-06-27","21,09","1,0","0,854324","2023-06-27T00:00:00"
"LREN3","ON","2023-09-21","0,17969","1,0","JRS CAP PROPRIO","2023-09-26","2023-09-26","13,16","1,0","1,365426","2023-09-26T00:00:00"
"LWSA3","ON","2020-12-03","0,12710904","1,0","JRS CAP PROPRIO","2020-12-08","2020-12-08","63,72","1,0","0,199481","2020-12-08T00:00:00"
"LWSA3","ON","2023-05-04","0,05242129","1,0","DIVIDENDO","2023-05-09","2023-05-09","6,02","1,0","0,870786","2023-05-09T00:00:00"
"MATD3","ON","2022-04-29","0,09002227571","1,0","DIVIDENDO","2022-04-29","2022-04-29","12,0","1,0","0,750186","2022-04-29T00:00:00"
"MATD3","ON","2023-04-28","0,06434456884","1,0","DIVIDENDO","2023-04-28","2023-04-28","8,4","1,0","0,766007","2023-04-28T00:00:00"
"MDIA3","ON","2015-07-27","0,5","1,0","JRS CAP PROPRIO","2015-07-27","2015-07-27","80,1","1,0","0,62422","2015-07-27T00:00:00"
"MDIA3","ON","2015-12-14","0,72","1,0","JRS CAP PROPRIO","2015-12-14","2015-12-14","67,31","1,0","1,069678","2015-12-14T00:00:00"
"MDIA3","ON","2016-08-01","0,5","1,0","JRS CAP PROPRIO","2016-08-04","2016-08-04","122,71","1,0","0,407465","2016-08-04T00:00:00"
"MDIA3","ON","2016-12-12","1,05","1,0","JRS CAP PROPRIO","2016-12-15","2016-12-15","111,7","1,0","0,940018","2016-12-15T00:00:00"
"MDIA3","ON","2017-08-07","0,17","1,0","JRS CAP PROPRIO","2017-08-10","2017-08-10","47,51","1,0","0,357819","2017-08-10T00:00:00"
"MDIA3","ON","2017-12-18","0,3904719764","1,0","JRS CAP PROPRIO","2017-12-21","2017-12-21","49,64","1,0","0,786608","2017-12-21T00:00:00"
"MDIA3","ON","2018-12-20","0,4100294985","1,0","JRS CAP PROPRIO","2018-12-27","2018-12-27","42,65","1,0","0,961382","2018-12-27T00:00:00"
"MDIA3","ON","2019-12-23","0,2507374631","1,0","JRS CAP PROPRIO","2019-12-30","2019-12-30","38,15","1,0","0,657241","2019-12-30T00:00:00"
"MDIA3","ON","2020-12-18","0,4572271386","1,0","JRS CAP PROPRIO","2020-12-23","2020-12-23","34,23","1,0","1,33575","2020-12-23T00:00:00"
"MDIA3","ON","2021-03-26","0,05","1,0","JRS CAP PROPRIO","2021-04-07","2021-04-07","28,62","1,0","0,174703","2021-04-07T00:00:00"
"MDIA3","ON","2021-03-26","0,05","1,0","JRS CAP PROPRIO","2021-06-16","2021-06-16","30,42","1,0","0,164366","2021-06-16T00:00:00"
"MDIA3","ON","2021-03-26","0,05","1,0","JRS CAP PROPRIO","2021-09-16","2021-09-16","31,13","1,0","0,160617","2021-09-16T00:00:00"
"MDIA3","ON","2021-03-26","0,05","1,0","JRS CAP PROPRIO","2021-12-16","2021-12-16","26,16","1,0","0,191131","2021-12-16T00:00:00"
"MDIA3","ON","2022-02-04","1,7466264247","1,0","JRS CAP PROPRIO","2022-02-09","2022-02-09","24,4","1,0","7,158305","2022-02-09T00:00:00"
"MDIA3","ON","2022-02-04","0,05","1,0","JRS CAP PROPRIO","2022-03-17","2022-03-17","20,56","1,0","0,243191","2022-03-17T00:00:00"
"MDIA3","ON","2022-02-04","0,05","1,0","JRS CAP PROPRIO","2022-06-15","2022-06-15","24,75","1,0","0,20202","2022-06-15T00:00:00"
"MDIA3","ON","2022-02-04","0,05","1,0","JRS CAP PROPRIO","2022-09-16","2022-09-16","42,47","1,0","0,11773","2022-09-16T00:00:00"
"MDIA3","ON","2022-02-04","0,05","1,0","JRS CAP PROPRIO","2022-12-15","2022-12-15","39,21","1,0","0,127518","2022-12-15T00:00:00"
"MDIA3","ON","2023-02-10","0,05","1,0","JRS CAP PROPRIO","2023-03-17","2023-03-17","31,82","1,0","0,157134","2023-03-17T00:00:00"
"MDIA3","ON","2023-02-10","0,05","1,0","JRS CAP PROPRIO","2023-06-16","2023-06-16","40,98","1,0","0,122011","2023-06-16T00:00:00"
"MDIA3","ON","2023-02-10","0,05","1,0","JRS CAP PROPRIO","2023-09-15","2023-09-15","38,61","1,0","0,1295","2023-09-15T00:00:00"
"MGLU3","ON","2014-12-30","0,07816785","1,0","JRS CAP PROPRIO","2015-01-14","2015-01-14","7,35","1,0","1,063508","2015-01-14T00:00:00"
"MGLU3","ON","2015-04-27","0,10947154","1,0","DIVIDENDO","2015-04-27","2015-04-27","5,22","1,0","2,097156","2015-04-27T00:00:00"
"MGLU3","ON","2017-04-20","1,01726149661","1,0","DIVIDENDO","2017-04-25","2017-04-25","209,5","1,0","0,485566","2017-04-25T00:00:00"
"MGLU3","ON","2017-12-13","0,3961030474","1,0","JRS CAP PROPRIO","2017-12-19","2017-12-19","66,92","1,0","0,591905","2017-12-19T00:00:00"
"MGLU3","ON","2018-04-13","0,2644651264","1,0","DIVIDENDO","2018-04-16","2018-04-16","96,17","1,0","0,274998","2018-04-16T00:00:00"
"MGLU3","ON","2018-12-21","0,5927048898","1,0","JRS CAP PROPRIO","2018-12-28","2018-12-28","181,07","1,0","0,327335","2018-12-28T00:00:00"
"MGLU3","ON","2019-04-12","0,370259884","1,0","DIVIDENDO","2019-04-15","2019-04-15","163,5","1,0","0,226459","2019-04-15T00:00:00"
"MGLU3","ON","2019-09-30","0,0736066061","1,0","JRS CAP PROPRIO","2019-10-07","2019-10-07","38,4","1,0","0,191684","2019-10-07T00:00:00"
"MGLU3","ON","2019-12-23","0,0357891574","1,0","JRS CAP PROPRIO","2019-12-30","2019-12-30","47,7","1,0","0,07503","2019-12-30T00:00:00"
"MGLU3","ON","2020-07-27","0,0941659675","1,0","DIVIDENDO","2020-07-30","2020-07-30","83,29","1,0","0,113058","2020-07-30T00:00:00"
"MGLU3","ON","2020-12-22","0,0263019985","1,0","JRS CAP PROPRIO","2020-12-29","2020-12-29","25,28","1,0","0,104043","2020-12-29T00:00:00"
"MGLU3","ON","2021-06-30","0,0154942583","1,0","JRS CAP PROPRIO","2021-07-05","2021-07-05","21,38","1,0","0,072471","2021-07-05T00:00:00"
"MILS3","ON","2021-05-21","0,023523633","1,0","JRS CAP PROPRIO","2021-05-26","2021-05-26","7,76","1,0","0,30314","2021-05-26T00:00:00"
"MILS3","ON","2021-08-12","0,0487655892","1,0","JRS CAP PROPRIO","2021-08-17","2021-08-17","6,85","1,0","0,711906","2021-08-17T00:00:00"
"MILS3","ON","2021-08-12","0,032646142","1,0","DIVIDENDO","2021-08-17","2021-08-17","6,85","1,0","0,476586","2021-08-17T00:00:00"
"MILS3","ON","2021-11-11","0,0824299307","1,0","JRS CAP PROPRIO","2021-11-17","2021-11-17","5,8","1,0","1,421206","2021-11-17T00:00:00"
"MILS3","ON","2022-04-29","0,05327336035","1,0","DIVIDENDO","2022-04-29","2022-04-29","7,44","1,0","0,71604","2022-04-29T00:00:00"
