"ticker","type_stock","date_approval","value_cash","ratio","corporate_action","last_date_prior_ex","date_closing_price_prior_ex_date","closing_price_prior_ex_date","quoted_per_shares","corporate_action_price","last_date_time_prior_ex"
"CPFE3","ON","2023-04-28","1,234365592","1,0","DIVIDENDO","2023-04-28","2023-04-28","33,14","1,0","3,7247","2023-04-28T00:00:00"
"CPFE3","ON","2023-04-28","0,867863872","1,0","DIVIDENDO","2023-04-28","2023-04-28","33,14","1,0","2,618781","2023-04-28T00:00:00"
"CPFE3","ON","2023-08-10","0,78335809","1,0","DIVIDENDO","2023-08-17","2023-08-17","35,22","1,0","2,224185","2023-08-17T00:00:00"
"CPLE3","ON","2015-04-23","0,84351","1,0","DIVIDENDO","2015-04-23","2015-04-23","23,6","1,0","3,574195","2015-04-23T00:00:00"
"CPLE3","ON","2016-04-28","0,68748","1,0","JRS CAP PROPRIO","2016-04-28","2016-04-28","19,38","1,0","3,547368","2016-04-28T00:00:00"
"CPLE3","ON","2016-04-28","0,44968","1,0","DIVIDENDO","2016-04-28","2016-04-28","19,38","1,0","2,32033","2016-04-28T00:00:00"
"CPLE3","ON","2017-04-28","0,77927","1,0","DIVIDENDO","2017-04-28","2017-04-28","23,35","1,0","3,337345","2017-04-28T00:00:00"
"CPLE3","ON","2017-04-28","0,98539","1,0","JRS CAP PROPRIO","2017-04-28","2017-04-28","23,35","1,0","4,220086","2017-04-28T00:00:00"
"CPLE3","ON","2017-12-13","0,92624","1,0","JRS CAP PROPRIO","2017-12-28","2017-12-28","21,4","1,0","4,328224","2017-12-28T00:00:00"
"CPLE3","ON","2018-06-15","0,08177","1,0","DIVIDENDO","2018-06-15","2018-06-15","19,48","1,0","0,419764","2018-06-15T00:00:00"
"CPLE3","ON","2018-12-12","0,97515","1,0","JRS CAP PROPRIO","2018-12-27","2018-12-27","29,74","1,0","3,278917","2018-12-27T00:00:00"
"CPLE3","ON","2019-04-29","0,34435","1,0","DIVIDENDO","2019-04-29","2019-04-29","37,15","1,0","0,926918","2019-04-29T00:00:00"
"CPLE3","ON","2019-12-05","2,24234788","1,0","JRS CAP PROPRIO","2019-12-23","2019-12-23","69,75","1,0","3,214836","2019-12-23T00:00:00"
"CPLE3","ON","2020-12-09","2,81832398","1,0","JRS CAP PROPRIO","2020-12-28","2020-12-28","72,83","1,0","3,869729","2020-12-28T00:00:00"
"CPLE3","ON","2021-03-17","0,04301883","1,0","DIVIDENDO","2021-03-31","2021-03-31","7,0","1,0","0,614555","2021-03-31T00:00:00"
"CPLE3","ON","2021-03-17","0,04683557","1,0","JRS CAP PROPRIO","2021-03-31","2021-03-31","7,0","1,0","0,66908","2021-03-31T00:00:00"
"CPLE3","ON","2021-03-17","0,43627306","1,0","DIVIDENDO","2021-03-31","2021-03-31","7,0","1,0","6,232472","2021-03-31T00:00:00"
"CPLE3","ON","2021-04-29","0,07231977","1,0","DIVIDENDO","2021-04-29","2021-04-29","6,04","1,0","1,197347","2021-04-29T00:00:00"
"CPLE3","ON","2021-09-17","0,08249641","1,0","JRS CAP PROPRIO","2021-09-30","2021-09-30","6,66","1,0","1,238685","2021-09-30T00:00:00"
"CPLE3","ON","2021-09-17","0,41207756","1,0","DIVIDENDO","2021-09-30","2021-09-30","6,66","1,0","6,187351","2021-09-30T00:00:00"
"CPLE3","ON","2021-12-08","0,09748467","1,0","JRS CAP PROPRIO","2021-12-30","2021-12-30","6,12","1,0","1,592887","2021-12-30T00:00:00"
"CPLE3","ON","2022-04-29","0,47117031","1,0","DIVIDENDO","2022-04-29","2022-04-29","6,52","1,0","7,226538","2022-04-29T00:00:00"
"CPLE3","ON","2022-11-21","0,20655465","1,0","JRS CAP PROPRIO","2022-11-21","2022-11-21","7,97","1,0","2,591652","2022-11-21T00:00:00"
"CPLE3","ON","2022-11-21","0,12737536","1,0","JRS CAP PROPRIO","2022-11-21","2022-11-21","7,97","1,0","1,598185","2022-11-21T00:00:00"
"CPLE3","ON","2023-09-20","0,15901962","1,0","JRS CAP PROPRIO","2023-09-29","2023-09-29","8,41","1,0","1,89084","2023-09-29T00:00:00"
"CPLE3","ON","2023-09-20","0,14500531","1,0","JRS CAP PROPRIO","2023-09-29","2023-09-29","8,41","1,0","1,724201","2023-09-29T00:00:00"
"CPLE6","PNB","2015-04-23","0,92803","1,0","DIVIDENDO","2015-04-23","2015-04-23","35,38","1,0","2,623036","2015-04-23T00:00:00"
"CPLE6","PNB","2016-04-28","0,76022","1,0","JRS CAP PROPRIO","2016-04-28","2016-04-28","29,71","1,0","2,558802","2016-04-28T00:00:00"
"CPLE6","PNB","2016-04-28","0,49451","1,0","DIVIDENDO","2016-04-28","2016-04-28","29,71","1,0","1,664456","2016-04-28T00:00:00"
"CPLE6","PNB","2017-04-28","0,85932","1,0","DIVIDENDO","2017-04-28","2017-04-28","29,17","1,0","2,945903","2017-04-28T00:00:00"
"CPLE6","PNB","2017-04-28","1,0841","1,0","JRS CAP PROPRIO","2017-04-28","2017-04-28","29,17","1,0","3,71649","2017-04-28T00:00:00"
"CPLE6","PNB","2017-12-13","1,01887","1,0","JRS CAP PROPRIO","2017-12-28","2017-12-28","24,95","1,0","4,083647","2017-12-28T00:00:00"
"CPLE6","PNB","2018-06-15","0,08996","1,0","DIVIDENDO","2018-06-15","2018-06-15","22,16","1,0","0,405957","2018-06-15T00:00:00"
"CPLE6","PNB","2018-12-12","1,0727","1,0","JRS CAP PROPRIO","2018-12-27","2018-12-27","30,15","1,0","3,557877","2018-12-27T00:00:00"
"CPLE6","PNB","2019-04-29","0,37881","1,0","DIVIDENDO","2019-04-29","2019-04-29","40,7","1,0","0,930737","2019-04-29T00:00:00"
"CPLE6","PNB","2019-12-05","2,4669192","1,0","JRS CAP PROPRIO","2019-12-23","2019-12-23","69,36","1,0","3,556689","2019-12-23T00:00:00"
"CPLE6","PNB","2020-12-09","3,10015638","1,0","JRS CAP PROPRIO","2020-12-28","2020-12-28","76,25","1,0","4,065779","2020-12-28T00:00:00"
"CPLE6","PNB","2021-03-17","0,04732072","1,0","DIVIDENDO","2021-03-31","2021-03-31","7,13","1,0","0,663685","2021-03-31T00:00:00"
"CPLE6","PNB","2021-03-17","0,0515191","1,0","JRS CAP PROPRIO","2021-03-31","2021-03-31","7,13","1,0","0,722568","2021-03-31T00:00:00"
"CPLE6","PNB","2021-03-17","0,47990038","1,0","DIVIDENDO","2021-03-31","2021-03-31","7,13","1,0","6,730721","2021-03-31T00:00:00"
"CPLE6","PNB","2021-04-29","0,07955175","1,0","DIVIDENDO","2021-04-29","2021-04-29","6,38","1,0","1,246893","2021-04-29T00:00:00"
"CPLE6","PNB","2021-09-17","0,09074606","1,0","JRS CAP PROPRIO","2021-09-30","2021-09-30","7,28","1,0","1,246512","2021-09-30T00:00:00"
"CPLE6","PNB","2021-09-17","0,45328533","1,0","DIVIDENDO","2021-09-30","2021-09-30","7,28","1,0","6,226447","2021-09-30T00:00:00"
"CPLE6","PNB","2021-12-08","0,10723314","1,0","JRS CAP PROPRIO","2021-12-30","2021-12-30","6,44","1,0","1,665111","2021-12-30T00:00:00"
"CPLE6","PNB","2022-04-29","0,51829476","1,0","DIVIDENDO","2022-04-29","2022-04-29","7,44","1,0","6,966327","2022-04-29T00:00:00"
"CPLE6","PNB","2022-11-21","0,22721013","1,0","JRS CAP PROPRIO","2022-11-21","2022-11-21","8,74","1,0","2,599658","2022-11-21T00:00:00"
"CPLE6","PNB","2022-11-21","0,14011292","1,0","JRS CAP PROPRIO","2022-11-21","2022-11-21","8,74","1,0","1,603123","2022-11-21T00:00:00"
"CPLE6","PNB","2023-09-20","0,17492162","1,0","JRS CAP PROPRIO","2023-09-29","2023-09-29","8,96","1,0","1,95225","2023-09-29T00:00:00"
"CPLE6","PNB","2023-09-20","0,15950586","1,0","JRS CAP PROPRIO","2023-09-29","2023-09-29","8,96","1,0","1,780199","2023-09-29T00:00:00"
"CRFB3","ON","2018-04-27","0,098613383","1,0","JRS CAP PROPRIO","2018-05-03","2018-05-03","14,7","1,0","0,670839","2018-05-03T00:00:00"
"CRFB3","ON","2018-07-25","0,061329651","1,0","JRS CAP PROPRIO","2018-08-01","2018-08-01","15,54","1,0","0,394657","2018-08-01T00:00:00"
"CRFB3","ON","2018-11-07","0,191626375","1,0","JRS CAP PROPRIO","2018-11-12","2018-11-12","15,59","1,0","1,229162","2018-11-12T00:00:00"
"CRFB3","ON","2019-04-16","0,045371926","1,0","JRS CAP PROPRIO","2019-05-21","2019-05-21","20,45","1,0","0,221868","2019-05-21T00:00:00"
"CRFB3","ON","2019-07-24","0,11844324375","1,0","JRS CAP PROPRIO","2019-08-21","2019-08-21","23,07","1,0","0,513408","2019-08-21T00:00:00"
"CRFB3","ON","2019-07-24","0,11844324375","1,0","JRS CAP PROPRIO","2019-08-21","2019-08-21","23,07","1,0","0,513408","2019-08-21T00:00:00"
"CRFB3","ON","2020-04-14","0,006045282","1,0","JRS CAP PROPRIO","2020-05-21","2020-05-21","17,8","1,0","0,033962","2020-05-21T00:00:00"
"CRFB3","ON","2020-07-27","0,121398406","1,0","JRS CAP PROPRIO","2020-08-21","2020-08-21","19,39","1,0","0,626088","2020-08-21T00:00:00"
"CRFB3","ON","2020-07-27","0,121398406","1,0","JRS CAP PROPRIO","2020-08-21","2020-08-21","19,39","1,0","0,626088","2020-08-21T00:00:00"
"CRFB3","ON","2021-04-13","0,382372952","1,0","DIVIDENDO","2021-04-16","2021-04-16","23,19","1,0","1,64887","2021-04-16T00:00:00"
"CRFB3","ON","2021-06-11","0,088148225","1,0","JRS CAP PROPRIO","2021-06-18","2021-06-18","22,16","1,0","0,397781","2021-06-18T00:00:00"
"CRFB3","ON","2021-11-09","0,176292262","1,0","JRS CAP PROPRIO","2021-11-12","2021-11-12","17,35","1,0","1,016094","2021-11-12T00:00:00"
"CRFB3","ON","2021-11-09","0,12136463","1,0","DIVIDENDO","2021-11-12","2021-11-12","17,35","1,0","0,699508","2021-11-12T00:00:00"
"CRFB3","ON","2021-11-09","0,041781685","1,0","DIVIDENDO","2021-11-12","2021-11-12","17,35","1,0","0,240817","2021-11-12T00:00:00"
"CRFB3","ON","2021-11-09","0,096708898","1,0","JRS CAP PROPRIO","2021-11-12","2021-11-12","17,35","1,0","0,5574","2021-11-12T00:00:00"
"CRFB3","ON","2022-04-26","0,0196352421","1,0","DIVIDENDO","2022-04-26","2022-04-26","20,96","1,0","0,09368","2022-04-26T00:00:00"
"CRFB3","ON","2022-06-13","0,12553215","1,0","JRS CAP PROPRIO","2022-06-17","2022-06-17","16,54","1,0","0,758961","2022-06-17T00:00:00"
"CRFB3","ON","2022-09-12","0,128350843","1,0","JRS CAP PROPRIO","2022-09-16","2022-09-16","20,53","1,0","0,625187","2022-09-16T00:00:00"
"CRFB3","ON","2022-12-01","0,072730202","1,0","JRS CAP PROPRIO","2022-12-06","2022-12-06","15,1","1,0","0,481657","2022-12-06T00:00:00"
"CRFB3","ON","2023-04-13","0,0628537948","1,0","DIVIDENDO","2023-04-13","2023-04-13","11,42","1,0","0,550383","2023-04-13T00:00:00"
"CRFB3","ON","2023-06-12","0,084924093","1,0","JRS CAP PROPRIO","2023-06-15","2023-06-15","11,62","1,0","0,730844","2023-06-15T00:00:00"
"CSAN3","ON","2015-04-30","0,307990394","1,0","DIVIDENDO","2015-04-30","2015-04-30","29,5","1,0","1,044035","2015-04-30T00:00:00"
"CSAN3","ON","2015-09-10","0,369588473","1,0","DIVIDENDO","2015-09-11","2015-09-11","19,26","1,0","1,918943","2015-09-11T00:00:00"
"CSAN3","ON","2016-02-18","0,702218098","1,0","DIVIDENDO","2016-02-18","2016-02-18","24,4","1,0","2,877943","2016-02-18T00:00:00"
"CSAN3","ON","2016-05-12","0,221753084","1,0","DIVIDENDO","2016-05-13","2016-05-13","34,27","1,0","0,647076","2016-05-13T00:00:00"
"CSAN3","ON","2016-04-29","0,49278463","1,0","DIVIDENDO","2016-05-13","2016-05-13","34,27","1,0","1,437948","2016-05-13T00:00:00"
"CSAN3","ON","2016-12-07","0,736621455","1,0","DIVIDENDO","2016-12-12","2016-12-12","38,18","1,0","1,929339","2016-12-12T00:00:00"
"CSAN3","ON","2017-04-27","0,931658408","1,0","DIVIDENDO","2017-04-28","2017-04-28","37,11","1,0","2,510532","2017-04-28T00:00:00"
"CSAN3","ON","2018-04-26","1,108632409","1,0","DIVIDENDO","2018-05-02","2018-05-02","39,72","1,0","2,791119","2018-05-02T00:00:00"
"CSAN3","ON","2019-04-26","0,99977023662","1,0","DIVIDENDO","2019-05-02","2019-05-02","46,74","1,0","2,139004","2019-05-02T00:00:00"
"CSAN3","ON","2020-05-29","1,49775265","1,0","DIVIDENDO","2020-06-03","2020-06-03","71,83","1,0","2,085135","2020-06-03T00:00:00"
"CSAN3","ON","2021-04-30","1,03059279","1,0","DIVIDENDO","2021-05-05","2021-05-05","89,17","1,0","1,155762","2021-05-05T00:00:00"
"CSAN3","ON","2021-12-07","0,37461935","1,0","DIVIDENDO","2021-12-14","2021-12-14","22,2","1,0","1,687475","2021-12-14T00:00:00"
"CSAN3","ON","2022-04-29","0,42811085","1,0","DIVIDENDO","2022-05-05","2022-05-05","19,15","1,0","2,235566","2022-05-05T00:00:00"
"CSAN3","ON","2023-04-27","0,42857979","1,0","DIVIDENDO","2023-05-18","2023-05-18","16,2","1,0","2,645554","2023-05-18T00:00:00"
"CSMG3","ON","2015-03-18","0,0205491589","1,0","JRS CAP PROPRIO","2015-03-24","2015-03-24","19,7","1,0","0,10431","2015-03-24T00:00:00"
"CSMG3","ON","2015-05-07","0,0385171957","1,0","JRS CAP PROPRIO","2015-05-11","2015-05-11","18,63","1,0","0,206748","2015-05-11T00:00:00"
"CSMG3","ON","2015-08-06","0,0088675667","1,0","JRS CAP PROPRIO","2015-08-11","2015-08-11","10,38","1,0","0,085429","2015-08-11T00:00:00"
"CSMG3","ON","2015-11-05","0,0209277226","1,0","JRS CAP PROPRIO","2015-11-11","2015-11-11","14,62","1,0","0,143144","2015-11-11T00:00:00"
"CSMG3","ON","2016-05-05","0,2071496061","1,0","JRS CAP PROPRIO","2016-05-11","2016-05-11","25,54","1,0","0,811079","2016-05-11T00:00:00"
"CSMG3","ON","2016-08-11","0,2247274302","1,0","JRS CAP PROPRIO","2016-08-22","2016-08-22","31,74","1,0","0,708026","2016-08-22T00:00:00"
"CSMG3","ON","2016-11-09","0,2396319753","1,0","JRS CAP PROPRIO","2016-11-16","2016-11-16","31,51","1,0","0,760495","2016-11-16T00:00:00"
"CSMG3","ON","2017-03-09","0,2884966418","1,0","JRS CAP PROPRIO","2017-03-16","2017-03-16","49,13","1,0","0,587211","2017-03-16T00:00:00"
"CSMG3","ON","2017-03-16","0,2528810099","1,0","JRS CAP PROPRIO","2017-03-22","2017-03-22","44,25","1,0","0,571483","2017-03-22T00:00:00"
"CSMG3","ON","2017-06-14","0,2948132488","1,0","JRS CAP PROPRIO","2017-06-21","2017-06-21","36,74","1,0","0,802431","2017-06-21T00:00:00"
"CSMG3","ON","2017-09-20","0,3081329086","1,0","JRS CAP PROPRIO","2017-09-22","2017-09-22","43,29","1,0","0,711788","2017-09-22T00:00:00"
"CSMG3","ON","2017-11-17","0,9494135828","1,0","DIVIDENDO","2017-11-17","2017-11-17","40,9","1,0","2,321305","2017-11-17T00:00:00"
"CSMG3","ON","2018-02-22","0,3645154986","1,0","JRS CAP PROPRIO","2018-02-27","2018-02-27","44,29","1,0","0,82302","2018-02-27T00:00:00"
"CSMG3","ON","2018-03-21","0,6070457799","1,0","JRS CAP PROPRIO","2018-03-26","2018-03-26","49,66","1,0","1,222404","2018-03-26T00:00:00"
"CSMG3","ON","2018-05-07","2,2152983599","1,0","DIVIDENDO","2018-05-07","2018-05-07","50,16","1,0","4,416464","2018-05-07T00:00:00"
"CSMG3","ON","2018-06-20","0,4065279659","1,0","JRS CAP PROPRIO","2018-06-25","2018-06-25","41,65","1,0","0,976058","2018-06-25T00:00:00"
"CSMG3","ON","2018-09-19","0,4315230622","1,0","JRS CAP PROPRIO","2018-09-24","2018-09-24","39,96","1,0","1,079888","2018-09-24T00:00:00"
"CSMG3","ON","2019-02-28","0,7297139697","1,0","JRS CAP PROPRIO","2019-03-08","2019-03-08","59,89","1,0","1,218424","2019-03-08T00:00:00"
"CSMG3","ON","2019-03-21","0,4192303357","1,0","JRS CAP PROPRIO","2019-03-26","2019-03-26","62,97","1,0","0,665762","2019-03-26T00:00:00"
"CSMG3","ON","2019-06-14","0,1658557257","1,0","JRS CAP PROPRIO","2019-06-21","2019-06-21","66,24","1,0","0,250386","2019-06-21T00:00:00"
"CSMG3","ON","2019-09-19","0,4124376346","1,0","JRS CAP PROPRIO","2019-09-24","2019-09-24","65,62","1,0","0,628524","2019-09-24T00:00:00"
"CSMG3","ON","2020-03-20","0,3597155687","1,0","JRS CAP PROPRIO","2020-03-25","2020-03-25","35,58","1,0","1,011005","2020-03-25T00:00:00"
"CSMG3","ON","2020-03-19","0,6685937152","1,0","JRS CAP PROPRIO","2020-03-25","2020-03-25","35,58","1,0","1,879128","2020-03-25T00:00:00"
"CSMG3","ON","2020-06-18","0,3472962162","1,0","JRS CAP PROPRIO","2020-06-23","2020-06-23","60,41","1,0","0,574899","2020-06-23T00:00:00"
"CSMG3","ON","2020-09-17","0,4994236092","1,0","JRS CAP PROPRIO","2020-09-22","2020-09-22","49,72","1,0","1,004472","2020-09-22T00:00:00"
"CSMG3","ON","2020-11-19","6,4876594827","1,0","DIVIDENDO","2020-11-19","2020-11-19","52,8","1,0","12,287234","2020-11-19T00:00:00"
"CSMG3","ON","2021-02-25","0,1992197398","1,0","JRS CAP PROPRIO","2021-03-02","2021-03-02","13,47","1,0","1,478988","2021-03-02T00:00:00"
"CSMG3","ON","2021-03-19","0,1710101176","1,0","JRS CAP PROPRIO","2021-03-24","2021-03-24","14,9","1,0","1,147719","2021-03-24T00:00:00"
"CSMG3","ON","2021-06-17","0,1455079202","1,0","JRS CAP PROPRIO","2021-06-22","2021-06-22","16,6","1,0","0,876554","2021-06-22T00:00:00"
"CSMG3","ON","2021-09-21","0,277656629","1,0","JRS CAP PROPRIO","2021-09-24","2021-09-24","14,98","1,0","1,853516","2021-09-24T00:00:00"
"CSMG3","ON","2021-09-21","0,151327808","1,0","DIVIDENDO","2021-09-24","2021-09-24","14,98","1,0","1,010199","2021-09-24T00:00:00"
"CSMG3","ON","2022-03-17","0,0893279501","1,0","JRS CAP PROPRIO","2022-03-22","2022-03-22","14,32","1,0","0,623799","2022-03-22T00:00:00"
"CSMG3","ON","2022-06-15","0,1401344266","1,0","JRS CAP PROPRIO","2022-06-21","2022-06-21","11,79","1,0","1,188587","2022-06-21T00:00:00"
"CSMG3","ON","2022-09-15","0,1548696459","1,0","JRS CAP PROPRIO","2022-09-20","2022-09-20","13,85","1,0","1,118192","2022-09-20T00:00:00"
"CSMG3","ON","2023-03-17","0,3470181488","1,0","JRS CAP PROPRIO","2023-03-22","2023-03-22","16,06","1,0","2,160761","2023-03-22T00:00:00"
"CSMG3","ON","2023-03-17","0,6471142602","1,0","JRS CAP PROPRIO","2023-03-22","2023-03-22","16,06","1,0","4,029354","2023-03-22T00:00:00"
"CSMG3","ON","2023-06-16","0,3389170187","1,0","JRS CAP PROPRIO","2023-06-21","2023-06-21","20,87","1,0","1,623944","2023-06-21T00:00:00"
"CSMG3","ON","2023-09-15","0,336070332","1,0","JRS CAP PROPRIO","2023-09-21","2023-09-21","18,18","1,0","1,848572","2023-09-21T00:00:00"
"CSNA3","ON","2015-03-11","0,202633043","1,0","DIVIDENDO","2015-03-11","2015-03-11","5,2","1,0","3,896789","2015-03-11T00:00:00"
"CSNA3","ON","2019-04-26","0,65091057722","1,0","DIVIDENDO","2019-05-02","2019-05-02","13,89","1,0","4,686181","2019-05-02T00:00:00"
"CSNA3","ON","2019-09-18","0,29900339446","1,0","DIVIDENDO","2019-09-23","2019-09-23","14,47","1,0","2,066368","2019-09-23T00:00:00"
"CSNA3","ON","2020-04-30","0,00887187128","1,0","DIVIDENDO","2020-05-06","2020-05-06","8,1","1,0","0,109529","2020-05-06T00:00:00"
"CSNA3","ON","2021-04-30","0,65294946018","1,0","DIVIDENDO","2021-04-30","2021-04-30","49,19","1,0","1,327403","2021-04-30T00:00:00"
"CSNA3","ON","2021-07-27","1,26801069071","1,0","DIVIDENDO","2021-07-30","2021-07-30","46,75","1,0","2,712322","2021-07-30T00:00:00"
"CSNA3","ON","2021-12-29","0,19150790423","1,0","JRS CAP PROPRIO","2022-01-04","2022-01-04","24,14","1,0","0,793322","2022-01-04T00:00:00"
"CSNA3","ON","2022-04-29","0,68159430529","1,0","DIVIDENDO","2022-04-29","2022-04-29","21,07","1,0","3,234904","2022-04-29T00:00:00"
"CSNA3","ON","2022-11-21","1,179490003","1,0","DIVIDENDO","2022-11-25","2022-11-25","14,99","1,0","7,868512","2022-11-25T00:00:00"
"CSNA3","ON","2022-12-23","0,52786606981","1,0","JRS CAP PROPRIO","2022-12-28","2022-12-28","14,79","1,0","3,569074","2022-12-28T00:00:00"
"CSNA3","ON","2023-04-28","0,58604102195","1,0","DIVIDENDO","2023-04-28","2023-04-28","14,21","1,0","4,124145","2023-04-28T00:00:00"
"CSNA3","ON","2023-04-28","0,63106731615","1,0","DIVIDENDO","2023-04-28","2023-04-28","14,21","1,0","4,441009","2023-04-28T00:00:00"
"CURY3","ON","2021-04-23","0,3940041642","1,0","DIVIDENDO","2021-04-23","2021-04-23","10,0","1,0","3,940042","2021-04-23T00:00:00"
"CURY3","ON","2021-12-01","0,1130620644","1,0","DIVIDENDO","2021-12-07","2021-12-07","6,9","1,0","1,638581","2021-12-07T00:00:00"
"CURY3","ON","2021-12-01","0,0582440938","1,0","DIVIDENDO","2021-12-07","2021-12-07","6,9","1,0","0,844117","2021-12-07T00:00:00"
"CURY3","ON","2022-04-29","0,51535","1,0","DIVIDENDO","2022-04-29","2022-04-29","7,33","1,0","7,030696","2022-04-29T00:00:00"
"CURY3","ON","2023-01-19","0,20697913783","1,0","DIVIDENDO","2023-01-24","2023-01-24","13,06","1,0","1,584833","2023-01-24T00:00:00"
"CURY3","ON","2023-04-28","0,0632927311","1,0","DIVIDENDO","2023-04-28","2023-04-28","12,38","1,0","0,51125","2023-04-28T00:00:00"
"CURY3","ON","2023-09-19","0,5174478446","1,0","DIVIDENDO","2023-09-22","2023-09-22","16,2","1,0","3,194122","2023-09-22T00:00:00"
"CVCB3","ON","2015-04-15","0,47833235","1,0","DIVIDENDO","2015-04-15","2015-04-15","16,28","1,0","2,938159","2015-04-15T00:00:00"
"CVCB3","ON","2015-04-15","0,15301279","1,0","DIVIDENDO","2015-04-15","2015-04-15","16,28","1,0","0,939882","2015-04-15T00:00:00"
"CVCB3","ON","2015-12-17","0,11459142","1,0","JRS CAP PROPRIO","2015-12-18","2015-12-18","12,92","1,0","0,88693","2015-12-18T00:00:00"
"CVCB3","ON","2016-04-26","0,74154758","1,0","DIVIDENDO","2016-04-26","2016-04-26","19,45","1,0","3,812584","2016-04-26T00:00:00"
"CVCB3","ON","2016-12-07","0,167138623","1,0","JRS CAP PROPRIO","2016-12-08","2016-12-08","23,44","1,0","0,713049","2016-12-08T00:00:00"
"CVCB3","ON","2017-04-28","0,165806805","1,0","DIVIDENDO","2017-04-28","2017-04-28","30,96","1,0","0,535552","2017-04-28T00:00:00"
"CVCB3","ON","2017-12-13","0,289234501","1,0","JRS CAP PROPRIO","2017-12-18","2017-12-18","46,51","1,0","0,621876","2017-12-18T00:00:00"
"CVCB3","ON","2018-04-27","0,083618709","1,0","DIVIDENDO","2018-04-27","2018-04-27","57,71","1,0","0,144895","2018-04-27T00:00:00"
"CVCB3","ON","2018-12-05","0,416478763","1,0","JRS CAP PROPRIO","2018-12-10","2018-12-10","57,53","1,0","0,723933","2018-12-10T00:00:00"
"CVCB3","ON","2019-04-30","0,026099731","1,0","DIVIDENDO","2019-04-30","2019-04-30","56,79","1,0","0,045958","2019-04-30T00:00:00"
"CVCB3","ON","2019-12-11","0,417377802","1,0","JRS CAP PROPRIO","2019-12-23","2019-12-23","43,46","1,0","0,960372","2019-12-23T00:00:00"
"CXSE3","ON","2021-10-21","0,24461284","1,0","DIVIDENDO","2021-11-04","2021-11-04","9,06","1,0","2,699921","2021-11-04T00:00:00"
"CXSE3","ON","2022-04-14","0,295790341","1,0","DIVIDENDO","2022-04-20","2022-04-20","8,41","1,0","3,517127","2022-04-20T00:00:00"
"CXSE3","ON","2022-10-27","0,352780473","1,0","DIVIDENDO","2022-11-03","2022-11-03","9,01","1,0","3,915433","2022-11-03T00:00:00"
"CXSE3","ON","2023-04-26","0,5","1,0","DIVIDENDO","2023-04-27","2023-04-27","9,92","1,0","5,040323","2023-04-27T00:00:00"
"CXSE3","ON","2023-04-26","0,010369311","1,0","RENDIMENTO","2023-04-27","2023-04-27","9,92","1,0","0,104529","2023-04-27T00:00:00"
"CYRE3","ON","2015-04-28","0,414990696","1,0","DIVIDENDO","2015-04-28","2015-04-28","12,45","1,0","3,333259","2015-04-28T00:00:00"
"CYRE3","ON","2016-04-28","0,279174886","1,0","DIVIDENDO","2016-04-28","2016-04-28","10,79","1,0","2,587348","2016-04-28T00:00:00"
"CYRE3","ON","2017-04-28","0,09406327","1,0","DIVIDENDO","2017-04-28","2017-04-28","13,2","1,0","0,712601","2017-04-28T00:00:00"
"CYRE3","ON","2018-05-02","0,52093492","1,0","DIVIDENDO","2018-05-07","2018-05-07","13,44","1,0","3,876004","2018-05-07T00:00:00"
"CYRE3","ON","2018-12-13","0,598713383","1,0","DIVIDENDO","2018-12-18","2018-12-18","15,5","1,0","3,862667","2018-12-18T00:00:00"
"CYRE3","ON","2019-07-04","0,780383644","1,0","DIVIDENDO","2019-07-10","2019-07-10","23,86","1,0","3,270677","2019-07-10T00:00:00"
"CYRE3","ON","2019-12-05","1,040511525","1,0","DIVIDENDO","2019-12-10","2019-12-10","28,99","1,0","3,589208","2019-12-10T00:00:00"
"CYRE3","ON","2020-07-23","0,2569083204","1,0","DIVIDENDO","2020-07-23","2020-07-23","26,36","1,0","0,974614","2020-07-23T00:00:00"
"CYRE3","ON","2020-12-10","1,560452296","1,0","DIVIDENDO","2020-12-15","2020-12-15","31,71","1,0","4,92101","2020-12-15T00:00:00"
"CYRE3","ON","2021-04-23","1,0872736899","1,0","DIVIDENDO","2021-04-23","2021-04-23","25,49","1,0","4,265491","2021-04-23T00:00:00"
"CYRE3","ON","2022-04-22","0,5647788378","1,0","DIVIDENDO","2022-04-22","2022-04-22","14,93","1,0","3,782846","2022-04-22T00:00:00"
"CYRE3","ON","2023-04-27","0,5112946042","1,0","DIVIDENDO","2023-05-02","2023-05-02","15,21","1,0","3,361569","2023-05-02T00:00:00"
"DASA3","ON","2015-04-23","0,062891857","1,0","DIVIDENDO","2015-04-23","2015-04-23","9,24","1,0","0,680648","2015-04-23T00:00:00"
"DASA3","ON","2016-04-25","0,02","1,0","DIVIDENDO","2016-04-25","2016-04-22","12,5","1,0","0,16","2016-04-25T00:00:00"
"DASA3","ON","2016-12-26","0,0804144799","1,0","JRS CAP PROPRIO","2016-12-29","2016-12-28","17,71","1,0","0,454063","2016-12-29T00:00:00"
"DASA3","ON","2017-04-20","0,004645465","1,0","DIVIDENDO","2017-04-20","2017-04-19","23,4","1,0","0,019852","2017-04-20T00:00:00"
"DASA3","ON","2017-12-26","0,13529782757","1,0","JRS CAP PROPRIO","2017-12-28","2017-12-22","27,5","1,0","0,491992","2017-12-28T00:00:00"
"DASA3","ON","2018-12-21","0,56122672309","1,0","JRS CAP PROPRIO","2018-12-28","2018-12-19","27,0","1,0","2,078617","2018-12-28T00:00:00"
